2023-10-15 12:12:39,296 INFO    StreamThr :6838 [internal.py:wandb_internal():86] W&B internal server running at pid: 6838, started at: 2023-10-15 12:12:39.296260
2023-10-15 12:12:39,297 DEBUG   HandlerThread:6838 [handler.py:handle_request():146] handle_request: status
2023-10-15 12:12:39,300 INFO    WriterThread:6838 [datastore.py:open_for_write():85] open: /Users/braydenrudisill/Projects/MechTransformer/wandb/run-20231015_121239-trbbw0t1/run-trbbw0t1.wandb
2023-10-15 12:12:39,300 DEBUG   SenderThread:6838 [sender.py:send():380] send: header
2023-10-15 12:12:39,321 DEBUG   SenderThread:6838 [sender.py:send():380] send: run
2023-10-15 12:12:39,606 INFO    SenderThread:6838 [dir_watcher.py:__init__():211] watching files in: /Users/braydenrudisill/Projects/MechTransformer/wandb/run-20231015_121239-trbbw0t1/files
2023-10-15 12:12:39,606 INFO    SenderThread:6838 [sender.py:_start_run_threads():1122] run started: trbbw0t1 with start time 1697397159.297142
2023-10-15 12:12:39,614 DEBUG   HandlerThread:6838 [handler.py:handle_request():146] handle_request: check_version
2023-10-15 12:12:39,615 DEBUG   SenderThread:6838 [sender.py:send_request():407] send_request: check_version
2023-10-15 12:12:39,752 DEBUG   HandlerThread:6838 [handler.py:handle_request():146] handle_request: run_start
2023-10-15 12:12:39,759 DEBUG   HandlerThread:6838 [system_info.py:__init__():32] System info init
2023-10-15 12:12:39,759 DEBUG   HandlerThread:6838 [system_info.py:__init__():47] System info init done
2023-10-15 12:12:39,759 INFO    HandlerThread:6838 [system_monitor.py:start():194] Starting system monitor
2023-10-15 12:12:39,760 INFO    SystemMonitor:6838 [system_monitor.py:_start():158] Starting system asset monitoring threads
2023-10-15 12:12:39,760 INFO    HandlerThread:6838 [system_monitor.py:probe():214] Collecting system info
2023-10-15 12:12:39,760 INFO    SystemMonitor:6838 [interfaces.py:start():190] Started cpu monitoring
2023-10-15 12:12:39,760 DEBUG   HandlerThread:6838 [system_info.py:probe():196] Probing system
2023-10-15 12:12:39,760 INFO    SystemMonitor:6838 [interfaces.py:start():190] Started disk monitoring
2023-10-15 12:12:39,762 INFO    SystemMonitor:6838 [interfaces.py:start():190] Started gpuapple monitoring
2023-10-15 12:12:39,762 INFO    SystemMonitor:6838 [interfaces.py:start():190] Started memory monitoring
2023-10-15 12:12:39,765 INFO    SystemMonitor:6838 [interfaces.py:start():190] Started network monitoring
2023-10-15 12:12:39,770 DEBUG   HandlerThread:6838 [system_info.py:_probe_git():181] Probing git
2023-10-15 12:12:39,793 DEBUG   HandlerThread:6838 [system_info.py:_probe_git():189] Probing git done
2023-10-15 12:12:39,794 DEBUG   HandlerThread:6838 [system_info.py:probe():244] Probing system done
