2023-10-15 11:47:07,449 INFO    StreamThr :5897 [internal.py:wandb_internal():86] W&B internal server running at pid: 5897, started at: 2023-10-15 11:47:07.449409
2023-10-15 11:47:07,451 DEBUG   HandlerThread:5897 [handler.py:handle_request():146] handle_request: status
2023-10-15 11:47:07,454 INFO    WriterThread:5897 [datastore.py:open_for_write():85] open: /Users/braydenrudisill/Projects/MechTransformer/wandb/run-20231015_114707-dcnmppzz/run-dcnmppzz.wandb
2023-10-15 11:47:07,454 DEBUG   SenderThread:5897 [sender.py:send():380] send: header
2023-10-15 11:47:07,476 DEBUG   SenderThread:5897 [sender.py:send():380] send: run
2023-10-15 11:47:07,781 INFO    SenderThread:5897 [dir_watcher.py:__init__():211] watching files in: /Users/braydenrudisill/Projects/MechTransformer/wandb/run-20231015_114707-dcnmppzz/files
2023-10-15 11:47:07,781 INFO    SenderThread:5897 [sender.py:_start_run_threads():1122] run started: dcnmppzz with start time 1697395627.450023
2023-10-15 11:47:07,793 DEBUG   HandlerThread:5897 [handler.py:handle_request():146] handle_request: check_version
2023-10-15 11:47:07,794 DEBUG   SenderThread:5897 [sender.py:send_request():407] send_request: check_version
2023-10-15 11:47:07,927 DEBUG   HandlerThread:5897 [handler.py:handle_request():146] handle_request: run_start
2023-10-15 11:47:07,935 DEBUG   HandlerThread:5897 [system_info.py:__init__():32] System info init
2023-10-15 11:47:07,935 DEBUG   HandlerThread:5897 [system_info.py:__init__():47] System info init done
2023-10-15 11:47:07,935 INFO    HandlerThread:5897 [system_monitor.py:start():194] Starting system monitor
2023-10-15 11:47:07,935 INFO    SystemMonitor:5897 [system_monitor.py:_start():158] Starting system asset monitoring threads
2023-10-15 11:47:07,935 INFO    HandlerThread:5897 [system_monitor.py:probe():214] Collecting system info
2023-10-15 11:47:07,936 INFO    SystemMonitor:5897 [interfaces.py:start():190] Started cpu monitoring
2023-10-15 11:47:07,936 DEBUG   HandlerThread:5897 [system_info.py:probe():196] Probing system
2023-10-15 11:47:07,936 INFO    SystemMonitor:5897 [interfaces.py:start():190] Started disk monitoring
2023-10-15 11:47:07,940 INFO    SystemMonitor:5897 [interfaces.py:start():190] Started gpuapple monitoring
2023-10-15 11:47:07,941 INFO    SystemMonitor:5897 [interfaces.py:start():190] Started memory monitoring
2023-10-15 11:47:07,942 INFO    SystemMonitor:5897 [interfaces.py:start():190] Started network monitoring
2023-10-15 11:47:07,946 DEBUG   HandlerThread:5897 [system_info.py:_probe_git():181] Probing git
2023-10-15 11:47:07,970 DEBUG   HandlerThread:5897 [system_info.py:_probe_git():189] Probing git done
2023-10-15 11:47:07,970 DEBUG   HandlerThread:5897 [system_info.py:probe():244] Probing system done
