2023-10-15 11:49:53,936 INFO    StreamThr :5983 [internal.py:wandb_internal():86] W&B internal server running at pid: 5983, started at: 2023-10-15 11:49:53.936227
2023-10-15 11:49:53,938 DEBUG   HandlerThread:5983 [handler.py:handle_request():146] handle_request: status
2023-10-15 11:49:53,941 INFO    WriterThread:5983 [datastore.py:open_for_write():85] open: /Users/braydenrudisill/Projects/MechTransformer/wandb/run-20231015_114953-dpwfe5bk/run-dpwfe5bk.wandb
2023-10-15 11:49:53,941 DEBUG   SenderThread:5983 [sender.py:send():380] send: header
2023-10-15 11:49:53,964 DEBUG   SenderThread:5983 [sender.py:send():380] send: run
2023-10-15 11:49:54,381 INFO    SenderThread:5983 [dir_watcher.py:__init__():211] watching files in: /Users/braydenrudisill/Projects/MechTransformer/wandb/run-20231015_114953-dpwfe5bk/files
2023-10-15 11:49:54,381 INFO    SenderThread:5983 [sender.py:_start_run_threads():1122] run started: dpwfe5bk with start time 1697395793.936757
2023-10-15 11:49:54,392 DEBUG   HandlerThread:5983 [handler.py:handle_request():146] handle_request: check_version
2023-10-15 11:49:54,392 DEBUG   SenderThread:5983 [sender.py:send_request():407] send_request: check_version
2023-10-15 11:49:54,605 DEBUG   HandlerThread:5983 [handler.py:handle_request():146] handle_request: run_start
2023-10-15 11:49:54,613 DEBUG   HandlerThread:5983 [system_info.py:__init__():32] System info init
2023-10-15 11:49:54,614 DEBUG   HandlerThread:5983 [system_info.py:__init__():47] System info init done
2023-10-15 11:49:54,614 INFO    HandlerThread:5983 [system_monitor.py:start():194] Starting system monitor
2023-10-15 11:49:54,614 INFO    SystemMonitor:5983 [system_monitor.py:_start():158] Starting system asset monitoring threads
2023-10-15 11:49:54,614 INFO    HandlerThread:5983 [system_monitor.py:probe():214] Collecting system info
2023-10-15 11:49:54,615 INFO    SystemMonitor:5983 [interfaces.py:start():190] Started cpu monitoring
2023-10-15 11:49:54,615 DEBUG   HandlerThread:5983 [system_info.py:probe():196] Probing system
2023-10-15 11:49:54,615 INFO    SystemMonitor:5983 [interfaces.py:start():190] Started disk monitoring
2023-10-15 11:49:54,619 INFO    SystemMonitor:5983 [interfaces.py:start():190] Started gpuapple monitoring
2023-10-15 11:49:54,621 INFO    SystemMonitor:5983 [interfaces.py:start():190] Started memory monitoring
2023-10-15 11:49:54,621 INFO    SystemMonitor:5983 [interfaces.py:start():190] Started network monitoring
2023-10-15 11:49:54,625 DEBUG   HandlerThread:5983 [system_info.py:_probe_git():181] Probing git
2023-10-15 11:49:54,649 DEBUG   HandlerThread:5983 [system_info.py:_probe_git():189] Probing git done
2023-10-15 11:49:54,649 DEBUG   HandlerThread:5983 [system_info.py:probe():244] Probing system done
2023-10-15 11:49:54,649 DEBUG   HandlerThread:5983 [system_monitor.py:probe():223] {'os': 'macOS-13.4.1-arm64-arm-64bit', 'python': '3.11.5', 'heartbeatAt': '2023-10-15T18:49:54.615497', 'startedAt': '2023-10-15T18:49:53.929564', 'docker': None, 'cuda': None, 'args': (), 'state': 'running', 'program': '/Users/braydenrudisill/Projects/MechTransformer/train.py', 'codePathLocal': 'train.py', 'codePath': 'train.py', 'git': {'remote': 'https://github.com/braydenrudisill/MechTransformer', 'commit': 'd530434381c49aa01f6589e5c75566b4fd4382fb'}, 'email': 'braydenrudisill@gmail.com', 'root': '/Users/braydenrudisill/Projects/MechTransformer', 'host': 'Braydens-MacBook-Air.local', 'username': 'braydenrudisill', 'executable': '/Users/braydenrudisill/Projects/MechTransformer/venv/bin/python', 'cpu_count': 8, 'cpu_count_logical': 8, 'disk': {'/': {'total': 228.27386474609375, 'used': 11.009773254394531}}, 'gpuapple': {'type': 'arm', 'vendor': 'Apple'}, 'memory': {'total': 16.0}}
2023-10-15 11:49:54,650 INFO    HandlerThread:5983 [system_monitor.py:probe():224] Finished collecting system info
2023-10-15 11:49:54,650 INFO    HandlerThread:5983 [system_monitor.py:probe():227] Publishing system info
2023-10-15 11:49:54,650 DEBUG   HandlerThread:5983 [system_info.py:_save_pip():52] Saving list of pip packages installed into the current environment
2023-10-15 11:49:54,650 DEBUG   HandlerThread:5983 [system_info.py:_save_pip():68] Saving pip packages done
2023-10-15 11:49:54,650 INFO    HandlerThread:5983 [system_monitor.py:probe():229] Finished publishing system info
2023-10-15 11:49:54,652 DEBUG   SenderThread:5983 [sender.py:send():380] send: files
2023-10-15 11:49:54,652 INFO    SenderThread:5983 [sender.py:_save_file():1378] saving file wandb-metadata.json with policy now
