2023-10-15 11:55:14,846 INFO    StreamThr :6160 [internal.py:wandb_internal():86] W&B internal server running at pid: 6160, started at: 2023-10-15 11:55:14.845556
2023-10-15 11:55:14,847 DEBUG   HandlerThread:6160 [handler.py:handle_request():146] handle_request: status
2023-10-15 11:55:14,850 INFO    WriterThread:6160 [datastore.py:open_for_write():85] open: /Users/braydenrudisill/Projects/MechTransformer/wandb/run-20231015_115514-qzoya4ux/run-qzoya4ux.wandb
2023-10-15 11:55:14,851 DEBUG   SenderThread:6160 [sender.py:send():380] send: header
2023-10-15 11:55:14,876 DEBUG   SenderThread:6160 [sender.py:send():380] send: run
2023-10-15 11:55:15,317 INFO    SenderThread:6160 [dir_watcher.py:__init__():211] watching files in: /Users/braydenrudisill/Projects/MechTransformer/wandb/run-20231015_115514-qzoya4ux/files
2023-10-15 11:55:15,318 INFO    SenderThread:6160 [sender.py:_start_run_threads():1122] run started: qzoya4ux with start time 1697396114.845906
2023-10-15 11:55:15,330 DEBUG   HandlerThread:6160 [handler.py:handle_request():146] handle_request: check_version
2023-10-15 11:55:15,330 DEBUG   SenderThread:6160 [sender.py:send_request():407] send_request: check_version
2023-10-15 11:55:15,544 DEBUG   HandlerThread:6160 [handler.py:handle_request():146] handle_request: run_start
2023-10-15 11:55:15,554 DEBUG   HandlerThread:6160 [system_info.py:__init__():32] System info init
2023-10-15 11:55:15,554 DEBUG   HandlerThread:6160 [system_info.py:__init__():47] System info init done
2023-10-15 11:55:15,554 INFO    HandlerThread:6160 [system_monitor.py:start():194] Starting system monitor
2023-10-15 11:55:15,555 INFO    SystemMonitor:6160 [system_monitor.py:_start():158] Starting system asset monitoring threads
2023-10-15 11:55:15,555 INFO    HandlerThread:6160 [system_monitor.py:probe():214] Collecting system info
2023-10-15 11:55:15,556 DEBUG   HandlerThread:6160 [system_info.py:probe():196] Probing system
2023-10-15 11:55:15,556 INFO    SystemMonitor:6160 [interfaces.py:start():190] Started cpu monitoring
2023-10-15 11:55:15,556 INFO    SystemMonitor:6160 [interfaces.py:start():190] Started disk monitoring
2023-10-15 11:55:15,560 INFO    SystemMonitor:6160 [interfaces.py:start():190] Started gpuapple monitoring
2023-10-15 11:55:15,561 INFO    SystemMonitor:6160 [interfaces.py:start():190] Started memory monitoring
2023-10-15 11:55:15,562 INFO    SystemMonitor:6160 [interfaces.py:start():190] Started network monitoring
2023-10-15 11:55:15,566 DEBUG   HandlerThread:6160 [system_info.py:_probe_git():181] Probing git
2023-10-15 11:55:15,592 DEBUG   HandlerThread:6160 [system_info.py:_probe_git():189] Probing git done
2023-10-15 11:55:15,592 DEBUG   HandlerThread:6160 [system_info.py:probe():244] Probing system done
2023-10-15 11:55:15,592 DEBUG   HandlerThread:6160 [system_monitor.py:probe():223] {'os': 'macOS-13.4.1-arm64-arm-64bit', 'python': '3.11.5', 'heartbeatAt': '2023-10-15T18:55:15.556230', 'startedAt': '2023-10-15T18:55:14.836682', 'docker': None, 'cuda': None, 'args': (), 'state': 'running', 'program': '/Users/braydenrudisill/Projects/MechTransformer/train.py', 'codePathLocal': 'train.py', 'codePath': 'train.py', 'git': {'remote': 'https://github.com/braydenrudisill/MechTransformer', 'commit': 'd530434381c49aa01f6589e5c75566b4fd4382fb'}, 'email': 'braydenrudisill@gmail.com', 'root': '/Users/braydenrudisill/Projects/MechTransformer', 'host': 'Braydens-MacBook-Air.local', 'username': 'braydenrudisill', 'executable': '/Users/braydenrudisill/Projects/MechTransformer/venv/bin/python', 'cpu_count': 8, 'cpu_count_logical': 8, 'disk': {'/': {'total': 228.27386474609375, 'used': 11.009773254394531}}, 'gpuapple': {'type': 'arm', 'vendor': 'Apple'}, 'memory': {'total': 16.0}}
2023-10-15 11:55:15,592 INFO    HandlerThread:6160 [system_monitor.py:probe():224] Finished collecting system info
2023-10-15 11:55:15,592 INFO    HandlerThread:6160 [system_monitor.py:probe():227] Publishing system info
2023-10-15 11:55:15,592 DEBUG   HandlerThread:6160 [system_info.py:_save_pip():52] Saving list of pip packages installed into the current environment
2023-10-15 11:55:15,592 DEBUG   HandlerThread:6160 [system_info.py:_save_pip():68] Saving pip packages done
2023-10-15 11:55:15,593 INFO    HandlerThread:6160 [system_monitor.py:probe():229] Finished publishing system info
2023-10-15 11:55:15,595 DEBUG   SenderThread:6160 [sender.py:send():380] send: files
2023-10-15 11:55:15,595 INFO    SenderThread:6160 [sender.py:_save_file():1378] saving file wandb-metadata.json with policy now
2023-10-15 11:55:15,598 DEBUG   SenderThread:6160 [sender.py:send():380] send: telemetry
2023-10-15 11:55:15,598 DEBUG   HandlerThread:6160 [handler.py:handle_request():146] handle_request: stop_status
2023-10-15 11:55:15,598 DEBUG   SenderThread:6160 [sender.py:send_request():407] send_request: stop_status
