2023-10-16 10:25:38,876 INFO    StreamThr :10004 [internal.py:wandb_internal():86] W&B internal server running at pid: 10004, started at: 2023-10-16 10:25:38.875927
2023-10-16 10:25:38,877 DEBUG   HandlerThread:10004 [handler.py:handle_request():146] handle_request: status
2023-10-16 10:25:38,880 INFO    WriterThread:10004 [datastore.py:open_for_write():85] open: /Users/braydenrudisill/Projects/MechTransformer/wandb/run-20231016_102538-625u5l0i/run-625u5l0i.wandb
2023-10-16 10:25:38,880 DEBUG   SenderThread:10004 [sender.py:send():380] send: header
2023-10-16 10:25:38,901 DEBUG   SenderThread:10004 [sender.py:send():380] send: run
2023-10-16 10:25:39,169 INFO    SenderThread:10004 [dir_watcher.py:__init__():211] watching files in: /Users/braydenrudisill/Projects/MechTransformer/wandb/run-20231016_102538-625u5l0i/files
2023-10-16 10:25:39,169 INFO    SenderThread:10004 [sender.py:_start_run_threads():1122] run started: 625u5l0i with start time 1697477138.876702
2023-10-16 10:25:39,178 DEBUG   HandlerThread:10004 [handler.py:handle_request():146] handle_request: check_version
2023-10-16 10:25:39,179 DEBUG   SenderThread:10004 [sender.py:send_request():407] send_request: check_version
2023-10-16 10:25:39,282 DEBUG   HandlerThread:10004 [handler.py:handle_request():146] handle_request: run_start
2023-10-16 10:25:39,287 DEBUG   HandlerThread:10004 [system_info.py:__init__():32] System info init
2023-10-16 10:25:39,287 DEBUG   HandlerThread:10004 [system_info.py:__init__():47] System info init done
2023-10-16 10:25:39,287 INFO    HandlerThread:10004 [system_monitor.py:start():194] Starting system monitor
2023-10-16 10:25:39,288 INFO    SystemMonitor:10004 [system_monitor.py:_start():158] Starting system asset monitoring threads
2023-10-16 10:25:39,288 INFO    HandlerThread:10004 [system_monitor.py:probe():214] Collecting system info
2023-10-16 10:25:39,288 INFO    SystemMonitor:10004 [interfaces.py:start():190] Started cpu monitoring
2023-10-16 10:25:39,288 DEBUG   HandlerThread:10004 [system_info.py:probe():196] Probing system
2023-10-16 10:25:39,291 INFO    SystemMonitor:10004 [interfaces.py:start():190] Started disk monitoring
2023-10-16 10:25:39,292 INFO    SystemMonitor:10004 [interfaces.py:start():190] Started gpuapple monitoring
2023-10-16 10:25:39,294 INFO    SystemMonitor:10004 [interfaces.py:start():190] Started memory monitoring
2023-10-16 10:25:39,295 INFO    SystemMonitor:10004 [interfaces.py:start():190] Started network monitoring
2023-10-16 10:25:39,298 DEBUG   HandlerThread:10004 [system_info.py:_probe_git():181] Probing git
2023-10-16 10:25:39,320 DEBUG   HandlerThread:10004 [system_info.py:_probe_git():189] Probing git done
2023-10-16 10:25:39,321 DEBUG   HandlerThread:10004 [system_info.py:probe():244] Probing system done
